CustomerID	Country	I	Iu	Imax	E1	E2	TotalCost	Mep	Lep	AvgUP	TotCart	AvgCart
16552.0	United Kingdom	219	17	226	0,0	0,7219280948873623	379,72999999999996	12,75	0,29	4,109999999999999	2	0,16666666666666666
17181.0	United Kingdom	241	23	446	0,0	1,0	239,91999999999996	9,95	0,55	3,039565217391304	2	0,16666666666666666
17951.0	United Kingdom	616	18	488	0,0	0,863120568566631	1008,5400000000003	12,75	0,29	2,2085000000000004	3	0,25
14729.0	United Kingdom	197	69	452	0,0	0,4394969869215134	313,48999999999995	12,75	0,29	2,1591549295774644	1	0,08333333333333333
15012.0	United Kingdom	231	110	304	2,196355052600164	1,0	423,0399999999996	12,75	0,39	2,613515624999997	2	0,16666666666666666
12868.0	United Kingdom	928	72	714	2,0921770673855753	1,0	1607,0600000000009	12,75	0,29	2,611682242990652	6	0,5
17572.0	United Kingdom	95	7	350	0,989668897669396	0,0	226,75	9,95	1,45	3,1583333333333337	4	0,3333333333333333
14078.0	United Kingdom	310	46	198	0,2360555590056724	1,0	1049,3700000000003	12,75	0,39	2,680461538461539	6	0,5
14001.0	United Kingdom	962	34	170	1,5543236247564671	0,9709505944546686	2043,08	12,75	0,65	3,5361538461538484	3	0,25
12662.0	Germany	2041	128	274	1,2472930733206105	0,0	3543,7799999999975	29,95	0,21	2,534045454545455	11	0,9166666666666666
15525.0	United Kingdom	414	132	173	1,431313788587008	0,6840384356390418	823,4200000000002	14,95	0,12	2,711468926553669	3	0,25
14237.0	United Kingdom	38	9	100	3,2865435249870796	0,8112781244591328	161,00000000000003	16,95	0,85	7,122222222222222	1	0,08333333333333333
17905.0	United Kingdom	407	33	459	3,0121942653122282	0,6500224216483541	800,24	19,95	0,29	3,7938235294117657	4	0,3333333333333333
15485.0	United Kingdom	1306	59	268	0,0	0,0	2575,0	9,95	0,42	3,1816279069767424	3	0,25
12433.0	Norway	11071	219	309	0,0	0,0	13375,869999999992	14,95	0,1	2,192738095238097	7	0,5833333333333334
16955.0	United Kingdom	266	18	80	1,9470249824087729	0,8112781244591328	518,67	16,95	0,85	4,1984	4	0,3333333333333333
15350.0	United Kingdom	51	5	84	1,5187724246678451	0,6722948170756379	115,65	4,95	2,1	2,6700000000000004	1	0,08333333333333333
15605.0	United Kingdom	441	61	59	2,9163278050662162	0,9182958340544896	1198,23	19,95	0,42	4,5883582089552215	5	0,4166666666666667
18144.0	United Kingdom	1343	27	208	0,8569196807055284	1,0	2888,750000000001	12,75	1,25	4,43046511627907	12	1,0
15922.0	United Kingdom	138	11	8	0,0	1,0	369,50000000000006	12,75	1,25	4,409090909090909	1	0,08333333333333333
14594.0	United Kingdom	185	48	32	0,0	0,0	379,82999999999987	8,5	0,42	3,349245283018868	2	0,16666666666666666
15165.0	United Kingdom	160	27	32	1,2884180543958337	0,9709505944546686	487,75	18,95	1,45	4,987037037037037	1	0,08333333333333333
16456.0	United Kingdom	1148	80	112	1,9247396025990433	0,0	2158,3700000000003	8,95	0,19	2,128288288288289	5	0,4166666666666667
G536544	United Kingdom	600	273	46	0,0	0,5916727785823273	2371,3199999999983	51,02	0,43	4,619194139194141	1	0,08333333333333333
17346.0	United Kingdom	1657	299	113	3,7336606595672364	1,0	2676,559999999999	16,95	0,12	2,399660000000001	15	1,25
G536555	United Kingdom	1	1	76	1,3922326732727606	0,4488644887230294	0,42	0,42	0,42	0,42	1	0,08333333333333333
17643.0	United Kingdom	71	8	52	2,5606164193906107	1,0	101,55000000000001	10,95	0,65	4,01875	1	0,08333333333333333
17873.0	United Kingdom	1046	23	288	0,9848798607108377	0,9182958340544896	1729,7800000000007	6,75	0,42	1,7904651162790697	5	0,4166666666666667
13093.0	United Kingdom	3961	97	72	0,0	0,0	7832,469999999998	14,95	0,21	3,2736477987421377	8	0,6666666666666666
12921.0	United Kingdom	9526	233	148	3,816963979088086	0,5032583347756457	16587,09000000002	12,75	0,39	2,3401944444444527	37	3,0833333333333335
17760.0	United Kingdom	239	25	186	0,9999952492901452	1,0	287,59	8,5	0,42	2,2716000000000003	2	0,16666666666666666
13468.0	United Kingdom	2589	184	291	0,0	0,863120568566631	5704,970000000001	16,95	0,29	4,103245033112589	37	3,0833333333333335
G536565	United Kingdom	1	1	232	0,0	0,9852281360342515	2,95	2,95	2,95	2,95	1	0,08333333333333333
16928.0	United Kingdom	2113	68	48	1,8726908625590584	0,7219280948873623	2839,649999999998	15,95	0,38	1,8662499999999973	17	1,4166666666666667
16048.0	United Kingdom	144	8	366	0,0	0,9709505944546686	256,44000000000005	2,1	0,42	1,6212499999999999	2	0,16666666666666666
16274.0	United Kingdom	153	63	454	0,0	0,0	337,74999999999994	29,95	0,29	4,098461538461535	1	0,08333333333333333
14496.0	United Kingdom	159	16	278	0,0	0,8112781244591328	538,8100000000001	14,95	0,85	5,65421052631579	2	0,16666666666666666
14696.0	United Kingdom	1630	117	122	0,0	0,0	2078,95	9,95	0,12	2,459153846153844	7	0,5833333333333334
16539.0	United Kingdom	477	36	148	1,9586744134598768	0,5435644431995964	1388,81	7,95	0,83	3,8933333333333344	4	0,3333333333333333
17025.0	United Kingdom	235	8	252	1,0	0,28639695711595625	357,77	5,95	0,65	2,0066666666666664	3	0,25
13777.0	United Kingdom	12897	36	114	2,0006343365622308	0,6500224216483541	25977,15999999998	12,75	0,72	2,269137055837564	33	2,75
17690.0	United Kingdom	1773	186	124	0,0	0,9182958340544896	4757,950000000001	125,0	0,39	5,707773437500006	15	1,25
12947.0	United Kingdom	1165	83	266	0,0	0,8112781244591328	1603,9900000000002	65,0	0,14	3,2703092783505117	6	0,5
17460.0	United Kingdom	236	18	199	0,0	1,0	622,4299999999998	12,75	0,42	4,310689655172414	6	0,5
18229.0	United Kingdom	2488	66	110	1,2715360540107086	0,8112781244591328	7276,900000000001	14,95	0,83	4,626585365853653	20	1,6666666666666667
14142.0	United Kingdom	313	22	120	1,5709524332952092	0,0	311,81000000000006	8,5	0,21	1,7704545454545455	1	0,08333333333333333
17069.0	United Kingdom	1506	111	46	2,1085415295696373	0,9182958340544896	2709,7000000000007	16,95	0,39	2,855244755244752	9	0,75
13065.0	United Kingdom	74	14	146	0,9966884793985815	0,8112781244591328	205,85999999999999	12,75	0,42	5,222142857142858	1	0,08333333333333333
14606.0	United Kingdom	6214	816	133	0,0	0,41381685030363374	12006,65000000007	85,0	0,12	2,7996848350018286	90	7,5
G536592	United Kingdom	702	269	261	0,9968159556305102	0,0	3429,7799999999993	59,53	0,43	5,372555555555558	1	0,08333333333333333
16835.0	United Kingdom	61	10	205	1,9931210933815033	0,9182958340544896	180,85000000000002	7,95	2,08	4,296999999999999	2	0,16666666666666666
15235.0	United Kingdom	1324	132	137	2,8988652663796888	0,0	2247,5099999999998	16,95	0,29	2,9905594405594376	12	1,0
13576.0	United Kingdom	2646	78	112	0,9616745630100054	0,7642045065086203	6717,340000000001	16,95	0,19	3,2234920634920607	18	1,5
G536596	United Kingdom	5	2	90	0,9298039379902542	0,0	10,95	5,95	1,25	3,6	1	0,08333333333333333
18011.0	United Kingdom	71	28	254	4,2147574735631785	0,8112781244591328	102,79	9,95	0,19	2,361071428571428	1	0,08333333333333333
13090.0	United Kingdom	2262	97	50	2,6203304692227887	0,9182958340544896	8895,82	16,95	0,29	4,466558441558441	13	1,0833333333333333
15694.0	United Kingdom	1676	41	24	1,2817683829116169	0,8112781244591328	6464,399999999999	10,95	0,72	4,577142857142857	13	1,0833333333333333
14741.0	United Kingdom	841	35	100	3,74339938682904	0,8453509366224364	1400,3400000000004	9,95	0,42	2,603050847457626	6	0,5
13715.0	United Kingdom	563	89	234	0,0	0,6373874992221911	1079,3399999999997	7,95	0,42	2,2847619047619045	5	0,4166666666666667
17732.0	United Kingdom	93	18	84	2,811784325911846	0,9402859586706311	303,97	12,75	0,85	4,949444444444445	1	0,08333333333333333
12855.0	United Kingdom	30	3	40	2,4380970651630633	0,9182958340544896	38,1	2,95	0,85	1,55	1	0,08333333333333333
15752.0	United Kingdom	1978	236	100	0,0	0,9182958340544896	2637,3800000000024	19,95	0,19	1,7526763990267658	7	0,5833333333333334
17855.0	United Kingdom	197	17	72	0,0	0,9709505944546686	208,96999999999997	9,95	0,42	1,7658823529411765	1	0,08333333333333333
14047.0	United Kingdom	381	22	89	1,9567115021641743	0,8112781244591328	1308,61	9,95	0,29	4,8353125	5	0,4166666666666667
17925.0	United Kingdom	72	1	40	3,055933786521691	1,0	244,08	3,39	3,39	3,39	1	0,08333333333333333
17017.0	United Kingdom	6673	88	1046	2,6457336636373956	0,9182958340544896	8694,26	8,5	0,29	1,6860714285714267	20	1,6666666666666667
13941.0	United Kingdom	2364	24	180	1,9168233125558525	0,8112781244591328	5112,96	41,75	0,36	3,858444444444444	5	0,4166666666666667
14135.0	United Kingdom	3850	95	48	1,4586505156004075	0,0	4690,31	8,5	0,24	2,472462686567162	15	1,25
13108.0	United Kingdom	298	10	198	0,0	0,5435644431995964	350,05999999999995	8,5	0,42	1,7520000000000002	1	0,08333333333333333
15601.0	United Kingdom	4983	230	310	3,15921465017232	0,5435644431995964	6776,559999999997	14,95	0,1	2,6858536585365864	14	1,1666666666666667
13418.0	United Kingdom	3918	223	145	0,0	0,7219280948873623	6127,429999999998	125,0	0,06	2,938157894736839	18	1,5
15658.0	United Kingdom	242	40	141	0,9409217747114994	0,8366407419411672	1024,0999999999997	19,95	1,25	6,244791666666664	5	0,4166666666666667
14388.0	United Kingdom	1941	124	78	0,9821770638877814	0,9182958340544896	3212,8400000000015	12,75	0,12	2,7180645161290284	8	0,6666666666666666
14901.0	United Kingdom	661	73	63	2,344910604240642	0,7793498372920853	1421,2900000000004	14,95	0,55	3,1441666666666657	9	0,75
18041.0	United Kingdom	3819	285	126	0,0	1,0	4183,389999999995	12,75	0,12	1,9681567796610189	21	1,75
15955.0	United Kingdom	2135	137	45	1,2551999857555782	0,8112781244591328	4416,260000000002	12,5	0,55	2,833169398907101	14	1,1666666666666667
15070.0	United Kingdom	36	1	65	3,0285598490187247	0,7219280948873623	106,2	2,95	2,95	2,95	1	0,08333333333333333
16244.0	United Kingdom	855	88	591	0,0	0,8112781244591328	1522,7499999999998	7,95	0,55	2,567252747252746	2	0,16666666666666666
15111.0	United Kingdom	710	70	70	2,257717323450877	0,863120568566631	1567,4799999999998	12,5	0,12	3,6823809523809508	3	0,25
G536640	United Kingdom	5	5	365	0,21639693245126462	0,5916727785823273	8,25	2,1	0,85	1,65	1	0,08333333333333333
14390.0	United Kingdom	2136	135	193	0,0	0,8112781244591328	4652,8200000000015	39,95	0,12	3,079860139860143	9	0,75
16546.0	United Kingdom	549	25	507	0,8931851123261696	0,41381685030363374	787,15	9,95	0,55	1,8880000000000001	2	0,16666666666666666
15260.0	United Kingdom	885	62	145	0,817053360712529	0,0	1810,77	15,95	0,42	3,4683116883116867	7	0,5833333333333334
14491.0	United Kingdom	139	17	541	0,0	0,0	340,93	12,75	0,42	4,54235294117647	2	0,16666666666666666
13305.0	United Kingdom	1232	50	197	0,6376085660608649	0,4394969869215134	2000,8599999999992	12,75	0,39	3,3620987654320973	10	0,8333333333333334
14060.0	United Kingdom	5386	86	602	0,2441416423882961	0,6574826357338865	6140,419999999998	7,65	0,21	1,4406930693069289	19	1,5833333333333333
15923.0	United Kingdom	122	21	127	0,0	0,9709505944546686	127,08000000000003	9,95	0,21	2,8147619047619052	1	0,08333333333333333
16752.0	United Kingdom	54	9	778	0,0	0,6500224216483541	207,5	79,95	0,85	13,594444444444447	1	0,08333333333333333
17287.0	United Kingdom	559	88	369	0,0	0,9182958340544896	1064,1100000000001	16,95	0,29	3,172580645161288	7	0,5833333333333334
15363.0	United Kingdom	144	16	518	0,9673381581832718	0,0	326,0	7,95	0,85	2,9875000000000003	1	0,08333333333333333
12915.0	United Kingdom	93	19	278	1,949906917930148	0,9182958340544896	363,65	12,75	0,65	6,788636363636363	2	0,16666666666666666
15544.0	United Kingdom	3109	122	430	2,2786903451193687	1,0	3546,709999999995	12,75	0,42	1,5977992277992261	9	0,75
15738.0	United Kingdom	2982	46	321	0,0	1,0	4812,419999999996	16,95	0,42	2,12121387283237	16	1,3333333333333333
17381.0	United Kingdom	25649	40	553	2,0633730339845937	0,5916727785823273	20275,60999999999	8,5	0,12	1,335321100917431	29	2,4166666666666665
15827.0	United Kingdom	882	72	1003	0,0	0,9709505944546686	1836,0900000000008	14,95	0,42	4,353130434782604	14	1,1666666666666667
14180.0	United Kingdom	719	112	579	0,9182958340544896	0,9182958340544896	4748,519999999998	165,0	0,85	9,311208333333344	25	2,0833333333333335
13117.0	United Kingdom	945	66	565	3,2980041102438427	0,8112781244591328	984,9099999999996	35,95	0,08	2,434342105263155	8	0,6666666666666666
16916.0	United Kingdom	440	129	627	2,636408908520239	1,0	576,2600000000003	9,95	0,19	2,22041958041958	2	0,16666666666666666
17964.0	United Kingdom	301	84	1717	1,4215980399230361	0,8112781244591328	471,6999999999999	16,95	0,21	2,680192307692308	2	0,16666666666666666
14466.0	United Kingdom	1006	35	12	1,254498085255394	0,0	2272,4000000000015	14,95	0,55	3,793749999999998	7	0,5833333333333334
17235.0	United Kingdom	224	24	1050	2,3477338262087715	0,9182958340544896	550,0600000000001	7,95	0,39	3,179310344827587	2	0,16666666666666666
16510.0	United Kingdom	92	13	517	1,8885279542382318	0,8112781244591328	248,10000000000002	12,75	1,25	5,346153846153846	1	0,08333333333333333
17802.0	United Kingdom	752	102	460	0,0	0,5916727785823273	1285,0399999999997	8,95	0,21	2,233928571428573	3	0,25
15107.0	United Kingdom	169	12	820	0,0	1,0	319,5	14,95	0,65	5,5843750000000005	6	0,5
17976.0	United Kingdom	106	56	86	0,0	0,0	353,18999999999994	12,75	0,19	3,5319999999999983	1	0,08333333333333333
14449.0	United Kingdom	757	201	176	0,9981793584811882	0,8112781244591328	907,0999999999999	12,5	0,19	1,6575968992248025	4	0,3333333333333333
G536755	United Kingdom	10	10	2023	0,0	0,0	28,549999999999997	4,25	1,25	2,8549999999999995	1	0,08333333333333333
G536756	United Kingdom	13	10	438	0,0	1,0	35,55	9,95	0,65	3,3199999999999994	1	0,08333333333333333
16781.0	United Kingdom	113	17	369	1,9509796146451783	0,37123232664087563	311,24999999999994	14,95	0,85	5,008823529411765	1	0,08333333333333333
13491.0	United Kingdom	903	73	464	3,8944747356719107	0,6343095546405662	1215,82	16,95	0,19	3,3720930232558106	10	0,8333333333333334
16186.0	United Kingdom	3020	87	328	1,5126211207547546	1,0	4006,9400000000032	12,75	0,42	1,8390366972477052	12	1,0
17685.0	United Kingdom	1956	88	845	0,0	0,8112781244591328	3191,5299999999993	9,95	0,19	2,000923076923076	7	0,5833333333333334
17581.0	United Kingdom	5927	229	1912	0,9214858802279842	1,0	11045,03999999999	195,0	0,39	3,1179090909090923	25	2,0833333333333335
15732.0	United Kingdom	215	13	112	0,8087445300360541	0,0	294,11999999999995	4,25	0,29	1,8907142857142856	2	0,16666666666666666
13138.0	United Kingdom	473	31	229	0,6840384356390417	0,9182958340544896	962,3900000000001	7,95	0,42	2,8215873015873	6	0,5
G536780	United Kingdom	1	1	1226	0,0	0,9182958340544896	2,95	2,95	2,95	2,95	1	0,08333333333333333
17567.0	United Kingdom	2632	110	480	0,0	1,0	4331,48	12,75	0,29	2,3494545454545475	8	0,6666666666666666
15061.0	United Kingdom	28920	70	380	0,0	0,0	54534,140000000014	10,95	0,07	2,573746898263028	48	4,0
16203.0	United Kingdom	262	27	270	0,0	1,0	592,9	4,95	0,85	2,875714285714286	4	0,3333333333333333
15640.0	United Kingdom	6607	240	113	3,089382616907484	0,863120568566631	12515,659999999982	29,95	0,14	2,7894628099173575	15	1,25
15574.0	United Kingdom	349	131	286	0,9961919064764031	1,0	702,2500000000001	14,95	0,12	2,516369047619046	4	0,3333333333333333
16770.0	United Kingdom	464	116	505	2,180742416302414	1,0	770,1000000000006	39,95	0,29	2,287724137931034	5	0,4166666666666667
17838.0	United Kingdom	1879	96	260	0,0	0,6500224216483541	2779,2999999999997	125,0	0,29	3,797685950413224	5	0,4166666666666667
17228.0	United Kingdom	1532	140	1057	0,552242707738531	1,0	1906,0900000000015	8,5	0,21	1,7266346153846135	8	0,6666666666666666
14829.0	United Kingdom	452	39	60	0,8274601832010251	0,0	697,55	5,95	0,42	2,1797619047619055	4	0,3333333333333333
G536801	United Kingdom	50	6	222	0,0	1,0	122,7	4,95	1,25	3,1999999999999997	1	0,08333333333333333
17412.0	United Kingdom	738	48	109	2,7790604426350844	0,9182958340544896	1258,0600000000002	8,5	0,19	2,7210606060606075	7	0,5833333333333334
14031.0	United Kingdom	5788	119	149	0,0	0,9182958340544896	17286,859999999997	12,75	0,39	4,32708000000001	19	1,5833333333333333
14775.0	United Kingdom	1174	57	455	0,0	0,0	1011,9	2,55	0,19	1,0518333333333332	3	0,25
12971.0	United Kingdom	9289	94	1154	0,0	0,676941869780886	11189,909999999996	16,95	0,25	2,310327868852463	86	7,166666666666667
17659.0	United Kingdom	1525	127	49	3,1567252455299233	0,0	2999,460000000001	39,95	0,19	4,0412025316455695	12	1,0
15299.0	United Kingdom	2947	6	164	4,471945003636048	0,7219280948873623	3907,01	7,65	0,55	3,268333333333333	6	0,5
15646.0	United Kingdom	394	35	483	0,9556583662426633	0,5435644431995964	447,63999999999993	12,75	0,12	2,914285714285715	3	0,25
13402.0	United Kingdom	479	32	361	0,9338676527300767	0,7219280948873623	621,2300000000002	8,5	0,19	1,9797435897435895	2	0,16666666666666666
17757.0	United Kingdom	3319	274	136	0,0	0,7219280948873623	5601,339999999993	12,75	0,12	2,747135135135142	30	2,5
13011.0	United Kingdom	13	3	279	0,0	0,0	50,550000000000004	5,95	2,95	4,216666666666667	1	0,08333333333333333
13798.0	United Kingdom	23948	113	59	2,247082375414685	0,9352691398683566	37153,84999999998	8,5	0,39	2,1165329512893973	57	4,75
16754.0	United Kingdom	1400	1	380	1,1923413779630583	1,0	1484,0	1,06	1,06	1,06	1	0,08333333333333333
16634.0	United Kingdom	82	9	279	0,9530199897803332	0,7219280948873623	217,9	12,75	1,25	4,5055555555555555	2	0,16666666666666666
18239.0	United Kingdom	795	80	160	0,0	0,0	1561,6099999999997	12,75	0,42	2,8719318181818156	5	0,4166666666666667
14576.0	United Kingdom	12	1	766	0,0	0,35335933502142136	35,400000000000006	2,95	2,95	2,95	1	0,08333333333333333
18168.0	United Kingdom	594	97	128	0,0	0,5916727785823273	1169,94	10,95	0,21	3,2399236641221334	6	0,5
14395.0	United Kingdom	1693	181	44	0,9978913098356861	0,5435644431995964	3507,710000000001	12,75	0,21	2,787057142857148	9	0,75
14865.0	United Kingdom	108	4	115	3,7611251271971695	1,0	52,2	1,25	0,19	0,6525	2	0,16666666666666666
15093.0	United Kingdom	3760	52	213	2,925907746247263	0,9182958340544896	4597,019999999998	12,75	0,21	2,7424999999999993	6	0,5
16150.0	United Kingdom	1047	91	145	0,9005298281133692	0,5916727785823273	2053,019999999999	9,95	0,83	3,028974358974357	5	0,4166666666666667
12738.0	Germany	147	10	173	0,0	1,0	137,35	9,95	0,55	2,5450000000000004	1	0,08333333333333333
17552.0	United Kingdom	719	43	518	0,0	0,6500224216483541	930,41	9,95	0,29	2,258367346938776	4	0,3333333333333333
14236.0	United Kingdom	310	15	175	0,0	1,0	490,86	7,95	0,29	2,0653333333333337	2	0,16666666666666666
17961.0	United Kingdom	560	211	2683	0,8436418209339929	0,5435644431995964	1296,4400000000012	125,0	0,14	3,272248995983938	39	3,25
14573.0	United Kingdom	544	127	90	0,0	1,0	1653,4200000000017	16,95	0,14	4,43314893617022	9	0,75
17135.0	United Kingdom	1224	34	214	0,0	0,7172524777375697	1139,7299999999998	85,0	0,19	5,040961538461539	7	0,5833333333333334
17396.0	United Kingdom	2004	23	431	0,9860400318404434	0,5032583347756457	7312,800000000001	10,95	1,25	3,8938461538461535	7	0,5833333333333334
12967.0	United Kingdom	438	19	150	1,5183647773467184	0,0	1660,9	29,95	0,65	6,476315789473685	2	0,16666666666666666
12686.0	France	106	6	508	2,802713295163383	0,9182958340544896	71,14	1,45	0,42	0,8016666666666667	1	0,08333333333333333
13370.0	United Kingdom	343	39	168	0,9139629195428368	0,8112781244591328	754,8700000000003	12,75	0,29	3,7279487179487174	1	0,08333333333333333
16883.0	United Kingdom	104	33	59	1,356690830894179	0,8904916402194913	276,72999999999996	19,95	1,25	3,683947368421053	2	0,16666666666666666
13520.0	Switzerland	1633	48	180	2,759724169482938	0,7642045065086203	2984,3499999999995	7,95	0,42	2,104597701149427	6	0,5
16905.0	United Kingdom	1408	117	270	2,65888646832483	1,0	3102,4300000000003	16,95	0,21	3,575144230769233	7	0,5833333333333334
12841.0	United Kingdom	2757	229	134	3,1219960379399154	0,6193821946787638	4022,3499999999967	16,95	0,19	2,395166666666671	25	2,0833333333333335
12427.0	Germany	526	25	68	2,1818447179407507	0,4689955935892812	699,8000000000002	8,5	0,21	3,152142857142857	3	0,25
G536862	United Kingdom	54	30	56	0,0	0,0	340,26	34,0	1,66	7,739000000000001	1	0,08333333333333333
17967.0	United Kingdom	80	41	66	0,0	0,9666186325481027	123,07000000000002	9,95	0,21	1,8797916666666674	1	0,08333333333333333
G536864	United Kingdom	42	25	67	0,9043814577244937	0,5032583347756457	338,71000000000004	25,49	1,28	7,347599999999999	1	0,08333333333333333
G536865	United Kingdom	155	57	110	0,0	0,9709505944546686	857,6	25,49	0,81	6,20561403508772	1	0,08333333333333333
16891.0	United Kingdom	283	166	112	1,511690741088094	0,6500224216483541	809,7000000000002	16,95	0,12	3,125320197044338	5	0,4166666666666667
G536876	United Kingdom	715	295	190	1,8661861606052832	0,9182958340544896	2693,3200000000006	25,49	0,43	4,481627118644068	1	0,08333333333333333
G536883	United Kingdom	13	1	53	0,0	1,0	5,46	0,42	0,42	0,42	1	0,08333333333333333
14589.0	United Kingdom	5	3	116	0,0	1,0	39,75	7,95	7,95	7,95	1	0,08333333333333333
G536885	EIRE	106	6	96	1,5746734484707678	0,9182958340544896	213,29999999999998	6,75	0,85	2,5916666666666663	1	0,08333333333333333
G536920	United Kingdom	18	4	1440	1,976318784126283	0,0	30,5	2,55	0,85	1,5749999999999997	1	0,08333333333333333
14680.0	United Kingdom	13476	73	260	0,9275265884316759	1,0	28754,11	15,0	0,42	2,4156976744186034	16	1,3333333333333333
