CustomerID	Country	I	Iu	Imax	Mep	Lep	AvgUP	AvgCart	Icheap	Iavg	Iexp	CustomerType
15525.0	United Kingdom	414	132	173	14,95	0,12	2,711468926553669	0,25	301	74	39	medium-spending
14237.0	United Kingdom	38	9	100	16,95	0,85	7,122222222222222	0,08333333333333333	12	12	14	medium-spending
17905.0	United Kingdom	407	33	459	19,95	0,29	3,7938235294117657	0,3333333333333333	231	167	9	medium-spending
15485.0	United Kingdom	1306	59	268	9,95	0,42	3,1816279069767424	0,25	798	367	141	high-spending
12433.0	Norway	11071	219	309	14,95	0,1	2,192738095238097	0,5833333333333334	9402	1122	547	high-spending
16955.0	United Kingdom	266	18	80	16,95	0,85	4,1984	0,3333333333333333	230	12	24	low-spending
15350.0	United Kingdom	51	5	84	4,95	2,1	2,6700000000000004	0,08333333333333333	0	48	3	low-spending
15605.0	United Kingdom	441	61	59	19,95	0,42	4,5883582089552215	0,4166666666666667	206	136	99	medium-spending
18144.0	United Kingdom	1343	27	208	12,75	1,25	4,430465116279071	1,0	1032	176	135	medium-spending
15922.0	United Kingdom	138	11	8	12,75	1,25	4,409090909090909	0,08333333333333333	44	84	10	medium-spending
14594.0	United Kingdom	185	48	32	8,5	0,42	3,349245283018868	0,16666666666666666	130	39	16	medium-spending
15165.0	United Kingdom	160	27	32	18,95	1,45	4,987037037037037	0,08333333333333333	62	69	29	high-spending
16456.0	United Kingdom	1148	80	112	8,95	0,19	2,128288288288289	0,4166666666666667	700	439	9	medium-spending
G536544	United Kingdom	600	273	46	51,02	0,43	4,619194139194142	0,08333333333333333	163	195	242	high-spending
17346.0	United Kingdom	1657	299	113	16,95	0,12	2,399660000000001	1,25	1138	430	89	medium-spending
G536555	United Kingdom	1	1	76	0,42	0,42	0,42	0,08333333333333333	1	0	0	low-spending
17643.0	United Kingdom	71	8	52	10,95	0,65	4,01875	0,08333333333333333	60	6	5	low-spending
17873.0	United Kingdom	1046	23	288	6,75	0,42	1,7904651162790697	0,4166666666666667	546	490	10	medium-spending
13093.0	United Kingdom	3961	97	72	14,95	0,21	3,2736477987421377	0,6666666666666666	2932	542	487	high-spending
12921.0	United Kingdom	9526	233	148	12,75	0,39	2,3401944444444527	3,083333333333333	6857	2044	625	medium-spending
17760.0	United Kingdom	239	25	186	8,5	0,42	2,2716000000000003	0,16666666666666666	201	32	6	low-spending
13468.0	United Kingdom	2589	184	291	16,95	0,29	4,103245033112589	3,083333333333333	1615	652	322	low-spending
G536565	United Kingdom	1	1	232	2,95	2,95	2,95	0,08333333333333333	0	1	0	low-spending
16928.0	United Kingdom	2113	68	48	15,95	0,38	1,8662499999999973	1,4166666666666667	2063	29	21	medium-spending
16048.0	United Kingdom	144	8	366	2,1	0,42	1,62125	0,16666666666666666	48	96	0	low-spending
16274.0	United Kingdom	153	63	454	29,95	0,29	4,098461538461535	0,08333333333333333	112	20	21	medium-spending
14496.0	United Kingdom	159	16	278	14,95	0,85	5,65421052631579	0,16666666666666666	56	58	45	medium-spending
14696.0	United Kingdom	1630	117	122	9,95	0,12	2,4591538461538445	0,5833333333333334	1348	196	86	medium-spending
16539.0	United Kingdom	477	36	148	7,95	0,83	3,8933333333333344	0,3333333333333333	288	36	153	medium-spending
17025.0	United Kingdom	235	8	252	5,95	0,65	2,0066666666666664	0,25	208	24	3	low-spending
13777.0	United Kingdom	12897	36	114	12,75	0,72	2,269137055837564	2,75	7845	4340	712	high-spending
17690.0	United Kingdom	1773	186	124	125,0	0,39	5,7077734375000055	1,25	1011	488	274	medium-spending
12947.0	United Kingdom	1165	83	266	65,0	0,14	3,270309278350512	0,5	1018	78	69	medium-spending
17460.0	United Kingdom	236	18	199	12,75	0,42	4,310689655172413	0,5	85	124	27	low-spending
18229.0	United Kingdom	2488	66	110	14,95	0,83	4,6265853658536535	1,6666666666666667	1662	278	548	medium-spending
14142.0	United Kingdom	313	22	120	8,5	0,21	1,7704545454545455	0,08333333333333333	268	43	2	medium-spending
17069.0	United Kingdom	1506	111	46	16,95	0,39	2,855244755244752	0,75	1022	406	78	medium-spending
13065.0	United Kingdom	74	14	146	12,75	0,42	5,222142857142859	0,08333333333333333	44	20	10	medium-spending
14606.0	United Kingdom	6214	816	133	85,0	0,12	2,7996848350018286	7,5	4609	934	671	low-spending
G536592	United Kingdom	702	269	261	59,53	0,43	5,372555555555558	0,08333333333333333	158	230	314	high-spending
16835.0	United Kingdom	61	10	205	7,95	2,08	4,296999999999999	0,16666666666666666	0	52	9	low-spending
15235.0	United Kingdom	1324	132	137	16,95	0,29	2,9905594405594376	1,0	936	277	111	medium-spending
13576.0	United Kingdom	2646	78	112	16,95	0,19	3,2234920634920607	1,5	713	1846	87	medium-spending
G536596	United Kingdom	5	2	90	5,95	1,25	3,6	0,08333333333333333	4	0	1	low-spending
18011.0	United Kingdom	71	28	254	9,95	0,19	2,3610714285714285	0,08333333333333333	56	7	8	low-spending
13090.0	United Kingdom	2262	97	50	16,95	0,29	4,466558441558441	1,0833333333333333	998	110	1154	high-spending
15694.0	United Kingdom	1676	41	24	10,95	0,72	4,5771428571428565	1,0833333333333333	466	688	522	high-spending
14741.0	United Kingdom	841	35	100	9,95	0,42	2,603050847457626	0,5	633	122	86	medium-spending
13715.0	United Kingdom	563	89	234	7,95	0,42	2,2847619047619045	0,4166666666666667	399	136	28	medium-spending
17732.0	United Kingdom	93	18	84	12,75	0,85	4,949444444444445	0,08333333333333333	40	34	19	medium-spending
12855.0	United Kingdom	30	3	40	2,95	0,85	1,55	0,08333333333333333	24	6	0	low-spending
15752.0	United Kingdom	1978	236	100	19,95	0,19	1,7526763990267658	0,5833333333333334	1436	503	39	medium-spending
17855.0	United Kingdom	197	17	72	9,95	0,42	1,7658823529411765	0,08333333333333333	176	20	1	medium-spending
14047.0	United Kingdom	381	22	89	9,95	0,29	4,8353125	0,4166666666666667	134	134	113	medium-spending
17925.0	United Kingdom	72	1	40	3,39	3,39	3,39	0,08333333333333333	0	72	0	medium-spending
17017.0	United Kingdom	6673	88	1046	8,5	0,29	1,6860714285714269	1,6666666666666667	5861	720	92	medium-spending
13941.0	United Kingdom	2364	24	180	41,75	0,36	3,8584444444444435	0,4166666666666667	1372	632	360	high-spending
14135.0	United Kingdom	3850	95	48	8,5	0,24	2,472462686567162	1,25	3157	342	351	medium-spending
13108.0	United Kingdom	298	10	198	8,5	0,42	1,7520000000000002	0,08333333333333333	286	0	12	medium-spending
15601.0	United Kingdom	4983	230	310	14,95	0,1	2,6858536585365864	1,1666666666666667	4184	484	315	high-spending
13418.0	United Kingdom	3918	223	145	125,0	0,06	2,9381578947368387	1,5	3090	582	246	medium-spending
15658.0	United Kingdom	242	40	141	19,95	1,25	6,244791666666664	0,4166666666666667	72	94	76	medium-spending
14388.0	United Kingdom	1941	124	78	12,75	0,12	2,7180645161290284	0,6666666666666666	1227	622	92	medium-spending
14901.0	United Kingdom	661	73	63	14,95	0,55	3,1441666666666657	0,75	444	143	74	low-spending
18041.0	United Kingdom	3819	285	126	12,75	0,12	1,9681567796610189	1,75	3548	146	125	medium-spending
15955.0	United Kingdom	2135	137	45	12,5	0,55	2,833169398907101	1,1666666666666667	1296	616	223	medium-spending
15070.0	United Kingdom	36	1	65	2,95	2,95	2,95	0,08333333333333333	0	36	0	low-spending
16244.0	United Kingdom	855	88	591	7,95	0,55	2,567252747252746	0,16666666666666666	622	185	48	high-spending
15111.0	United Kingdom	710	70	70	12,5	0,12	3,682380952380951	0,25	360	234	116	high-spending
G536640	United Kingdom	5	5	365	2,1	0,85	1,65	0,08333333333333333	3	2	0	low-spending
14390.0	United Kingdom	2136	135	193	39,95	0,12	3,079860139860143	0,75	1199	615	322	high-spending
16546.0	United Kingdom	549	25	507	9,95	0,55	1,888	0,16666666666666666	400	142	7	medium-spending
15260.0	United Kingdom	885	62	145	15,95	0,42	3,4683116883116867	0,5833333333333334	576	221	88	medium-spending
14491.0	United Kingdom	139	17	541	12,75	0,42	4,54235294117647	0,16666666666666666	84	42	13	medium-spending
13305.0	United Kingdom	1232	50	197	12,75	0,39	3,3620987654320973	0,8333333333333334	1022	120	90	medium-spending
14060.0	United Kingdom	5386	86	602	7,65	0,21	1,4406930693069289	1,5833333333333333	4262	1084	40	medium-spending
15923.0	United Kingdom	122	21	127	9,95	0,21	2,814761904761905	0,08333333333333333	106	12	4	low-spending
16752.0	United Kingdom	54	9	778	79,95	0,85	13,594444444444447	0,08333333333333333	36	12	6	medium-spending
17287.0	United Kingdom	559	88	369	16,95	0,29	3,1725806451612883	0,5833333333333334	444	58	57	low-spending
15363.0	United Kingdom	144	16	518	7,95	0,85	2,9875000000000003	0,08333333333333333	70	63	11	medium-spending
12915.0	United Kingdom	93	19	278	12,75	0,65	6,788636363636362	0,16666666666666666	40	22	31	medium-spending
15544.0	United Kingdom	3109	122	430	12,75	0,42	1,597799227799226	0,75	2890	50	169	medium-spending
15738.0	United Kingdom	2982	46	321	16,95	0,42	2,12121387283237	1,3333333333333333	2214	490	278	medium-spending
17381.0	United Kingdom	25649	40	553	8,5	0,12	1,335321100917431	2,4166666666666665	24656	669	324	high-spending
15827.0	United Kingdom	882	72	1003	14,95	0,42	4,353130434782603	1,1666666666666667	576	208	98	low-spending
14180.0	United Kingdom	719	112	579	165,0	0,85	9,311208333333344	2,083333333333333	86	190	443	medium-spending
13117.0	United Kingdom	945	66	565	35,95	0,08	2,4343421052631546	0,6666666666666666	856	52	37	low-spending
16916.0	United Kingdom	440	129	627	9,95	0,19	2,22041958041958	0,16666666666666666	358	57	25	medium-spending
17964.0	United Kingdom	301	84	1717	16,95	0,21	2,680192307692308	0,16666666666666666	229	49	23	medium-spending
14466.0	United Kingdom	1006	35	12	14,95	0,55	3,7937499999999984	0,5833333333333334	801	74	131	medium-spending
17235.0	United Kingdom	224	24	1050	7,95	0,39	3,179310344827587	0,16666666666666666	148	46	30	medium-spending
16510.0	United Kingdom	92	13	517	12,75	1,25	5,346153846153847	0,08333333333333333	58	18	16	medium-spending
17802.0	United Kingdom	752	102	460	8,95	0,21	2,233928571428573	0,25	514	153	85	medium-spending
15107.0	United Kingdom	169	12	820	14,95	0,65	5,5843750000000005	0,5	132	22	15	low-spending
17976.0	United Kingdom	106	56	86	12,75	0,19	3,5319999999999983	0,08333333333333333	31	40	35	medium-spending
14449.0	United Kingdom	757	201	176	12,5	0,19	1,6575968992248025	0,3333333333333333	655	74	28	medium-spending
G536755	United Kingdom	10	10	2023	4,25	1,25	2,8549999999999995	0,08333333333333333	3	5	2	low-spending
G536756	United Kingdom	13	10	438	9,95	0,65	3,3199999999999994	0,08333333333333333	8	1	4	low-spending
16781.0	United Kingdom	113	17	369	14,95	0,85	5,008823529411765	0,08333333333333333	72	22	19	medium-spending
13491.0	United Kingdom	903	73	464	16,95	0,19	3,3720930232558106	0,8333333333333334	753	80	70	low-spending
16186.0	United Kingdom	3020	87	328	12,75	0,42	1,8390366972477048	1,0	2572	366	82	medium-spending
17685.0	United Kingdom	1956	88	845	9,95	0,19	2,0009230769230757	0,5833333333333334	1593	116	247	medium-spending
17581.0	United Kingdom	5927	229	1912	195,0	0,39	3,1179090909090923	2,083333333333333	4130	1478	319	medium-spending
15732.0	United Kingdom	215	13	112	4,25	0,29	1,8907142857142856	0,16666666666666666	175	32	8	low-spending
13138.0	United Kingdom	473	31	229	7,95	0,42	2,8215873015872996	0,5	302	142	29	medium-spending
G536780	United Kingdom	1	1	1226	2,95	2,95	2,95	0,08333333333333333	0	1	0	low-spending
17567.0	United Kingdom	2632	110	480	12,75	0,29	2,3494545454545475	0,6666666666666666	2215	278	139	high-spending
15061.0	United Kingdom	28920	70	380	10,95	0,07	2,5737468982630283	4,0	23034	2602	3284	high-spending
16203.0	United Kingdom	262	27	270	4,95	0,85	2,875714285714286	0,3333333333333333	152	90	20	low-spending
15640.0	United Kingdom	6607	240	113	29,95	0,14	2,789462809917357	1,25	4231	1909	467	high-spending
15574.0	United Kingdom	349	131	286	14,95	0,12	2,516369047619046	0,3333333333333333	246	65	38	medium-spending
16770.0	United Kingdom	464	116	505	39,95	0,29	2,2877241379310345	0,4166666666666667	283	165	16	low-spending
17838.0	United Kingdom	1879	96	260	125,0	0,29	3,7976859504132237	0,4166666666666667	1500	276	103	high-spending
17228.0	United Kingdom	1532	140	1057	8,5	0,21	1,7266346153846135	0,6666666666666666	1210	265	57	medium-spending
14829.0	United Kingdom	452	39	60	5,95	0,42	2,179761904761905	0,3333333333333333	342	91	19	medium-spending
G536801	United Kingdom	50	6	222	4,95	1,25	3,2	0,08333333333333333	24	20	6	low-spending
17412.0	United Kingdom	738	48	109	8,5	0,19	2,7210606060606075	0,5833333333333334	556	110	72	medium-spending
14031.0	United Kingdom	5788	119	149	12,75	0,39	4,327080000000009	1,5833333333333333	3341	1044	1403	high-spending
14775.0	United Kingdom	1174	57	455	2,55	0,19	1,0518333333333332	0,25	1114	60	0	medium-spending
12971.0	United Kingdom	9289	94	1154	16,95	0,25	2,310327868852463	7,166666666666668	7584	1128	577	low-spending
17659.0	United Kingdom	1525	127	49	39,95	0,19	4,0412025316455695	1,0	1032	392	101	medium-spending
15299.0	United Kingdom	2947	6	164	7,65	0,55	3,268333333333333	0,5	2508	250	189	high-spending
15646.0	United Kingdom	394	35	483	12,75	0,12	2,9142857142857146	0,25	306	76	12	low-spending
13402.0	United Kingdom	479	32	361	8,5	0,19	1,979743589743589	0,16666666666666666	377	84	18	medium-spending
17757.0	United Kingdom	3319	274	136	12,75	0,12	2,7471351351351423	2,5	2455	557	307	medium-spending
13011.0	United Kingdom	13	3	279	5,95	2,95	4,216666666666667	0,08333333333333333	0	10	3	low-spending
13798.0	United Kingdom	23948	113	59	8,5	0,39	2,1165329512893973	4,75	19678	3564	706	high-spending
16754.0	United Kingdom	1400	1	380	1,06	1,06	1,06	0,08333333333333333	1400	0	0	high-spending
16634.0	United Kingdom	82	9	279	12,75	1,25	4,505555555555556	0,16666666666666666	36	42	4	low-spending
18239.0	United Kingdom	795	80	160	12,75	0,42	2,871931818181816	0,4166666666666667	547	189	59	medium-spending
14576.0	United Kingdom	12	1	766	2,95	2,95	2,95	0,08333333333333333	0	12	0	low-spending
18168.0	United Kingdom	594	97	128	10,95	0,21	3,2399236641221334	0,5	430	95	69	medium-spending
14395.0	United Kingdom	1693	181	44	12,75	0,21	2,7870571428571482	0,75	979	472	242	medium-spending
14865.0	United Kingdom	108	4	115	1,25	0,19	0,6525	0,16666666666666666	108	0	0	low-spending
15093.0	United Kingdom	3760	52	213	12,75	0,21	2,7424999999999997	0,5	3383	114	263	high-spending
16150.0	United Kingdom	1047	91	145	9,95	0,83	3,0289743589743567	0,4166666666666667	793	153	101	medium-spending
12738.0	Germany	147	10	173	9,95	0,55	2,5450000000000004	0,08333333333333333	144	0	3	low-spending
17552.0	United Kingdom	719	43	518	9,95	0,29	2,2583673469387757	0,3333333333333333	624	54	41	medium-spending
14236.0	United Kingdom	310	15	175	7,95	0,29	2,0653333333333337	0,16666666666666666	236	16	58	medium-spending
17961.0	United Kingdom	560	211	2683	125,0	0,14	3,272248995983938	3,25	399	93	68	low-spending
14573.0	United Kingdom	544	127	90	16,95	0,14	4,43314893617022	0,75	324	95	125	medium-spending
17135.0	United Kingdom	1224	34	214	85,0	0,19	5,040961538461539	0,5833333333333334	1176	34	14	medium-spending
17396.0	United Kingdom	2004	23	431	10,95	1,25	3,8938461538461535	0,5833333333333334	408	1196	400	high-spending
12967.0	United Kingdom	438	19	150	29,95	0,65	6,476315789473685	0,16666666666666666	172	138	128	high-spending
12686.0	France	106	6	508	1,45	0,42	0,8016666666666667	0,08333333333333333	106	0	0	low-spending
13370.0	United Kingdom	343	39	168	12,75	0,29	3,727948717948717	0,08333333333333333	192	102	49	high-spending
16883.0	United Kingdom	104	33	59	19,95	1,25	3,683947368421053	0,16666666666666666	66	21	17	low-spending
13520.0	Switzerland	1633	48	180	7,95	0,42	2,1045977011494266	0,5	1122	440	71	high-spending
16905.0	United Kingdom	1408	117	270	16,95	0,21	3,575144230769233	0,5833333333333334	857	352	199	medium-spending
12841.0	United Kingdom	2757	229	134	16,95	0,19	2,395166666666671	2,083333333333333	2237	333	187	medium-spending
12427.0	Germany	526	25	68	8,5	0,21	3,1521428571428567	0,25	436	48	42	medium-spending
G536862	United Kingdom	54	30	56	34,0	1,66	7,739000000000001	0,08333333333333333	8	19	27	medium-spending
17967.0	United Kingdom	80	41	66	9,95	0,21	1,8797916666666676	0,08333333333333333	64	12	4	low-spending
G536864	United Kingdom	42	25	67	25,49	1,28	7,347599999999999	0,08333333333333333	2	9	31	medium-spending
G536865	United Kingdom	155	57	110	25,49	0,81	6,20561403508772	0,08333333333333333	49	26	80	high-spending
16891.0	United Kingdom	283	166	112	16,95	0,12	3,125320197044338	0,4166666666666667	116	101	66	medium-spending
G536876	United Kingdom	715	295	190	25,49	0,43	4,481627118644068	0,08333333333333333	256	202	257	high-spending
G536883	United Kingdom	13	1	53	0,42	0,42	0,42	0,08333333333333333	13	0	0	low-spending
14589.0	United Kingdom	5	3	116	7,95	7,95	7,95	0,08333333333333333	0	0	5	low-spending
G536885	EIRE	106	6	96	6,75	0,85	2,5916666666666663	0,08333333333333333	60	36	10	medium-spending
G536920	United Kingdom	18	4	1440	2,55	0,85	1,5749999999999995	0,08333333333333333	14	4	0	low-spending
14680.0	United Kingdom	13476	73	260	15,0	0,42	2,4156976744186034	1,3333333333333333	10118	1860	1498	high-spending
17884.0	United Kingdom	854	107	2400	9,95	0,06	1,915982905982904	0,3333333333333333	775	73	6	medium-spending
12557.0	Spain	4384	15	984	3,75	0,85	2,1766666666666667	0,4166666666666667	1792	2592	0	high-spending
14083.0	United Kingdom	732	162	236	16,95	0,12	2,8062430939226486	0,75	579	90	63	low-spending
13013.0	United Kingdom	2224	155	24	12,75	0,39	3,1634703196347047	1,0833333333333333	1351	594	279	medium-spending
14210.0	United Kingdom	760	66	400	12,75	0,42	3,8163725490196065	0,5	328	284	148	medium-spending
16477.0	United Kingdom	1415	111	165	7,95	0,29	2,3251369863013687	0,5833333333333334	1000	339	76	medium-spending
12600.0	Germany	758	31	144	5,95	0,29	3,1540740740740736	0,8333333333333334	368	92	298	medium-spending
16013.0	United Kingdom	15536	30	296	10,95	0,52	2,8036690647482003	3,9166666666666665	6346	7198	1992	high-spending
17949.0	United Kingdom	30450	28	324	10,95	0,34	3,368115942028985	3,6666666666666665	23372	3525	3553	high-spending
12779.0	Poland	2024	88	432	12,75	0,19	3,6543624161073818	0,6666666666666666	1512	340	172	high-spending
16926.0	United Kingdom	35	14	336	8,5	1,45	6,9785714285714295	0,08333333333333333	6	0	29	medium-spending
17787.0	United Kingdom	910	94	336	12,75	0,42	2,8470895522388053	0,3333333333333333	531	310	69	high-spending
12682.0	France	5505	208	336	12,75	0,39	2,9169959677419417	2,583333333333333	4058	911	536	medium-spending
17954.0	United Kingdom	2234	326	324	9,95	0,21	1,942103092783505	1,0	1927	247	60	medium-spending
14723.0	United Kingdom	693	192	216	16,95	0,12	2,252527075812273	0,5	498	138	57	medium-spending
17819.0	United Kingdom	1031	36	552	15,95	0,29	4,44875	0,5833333333333334	308	535	188	high-spending
G536982	United Kingdom	863	75	96	16,98	1,66	5,644133333333337	0,08333333333333333	20	295	548	high-spending
12712.0	Germany	1036	57	192	25,0	0,42	5,121083333333335	1,0833333333333333	312	308	416	medium-spending
16140.0	United Kingdom	730	32	500	8,5	0,42	1,791714285714286	0,16666666666666666	662	62	6	medium-spending
15373.0	United Kingdom	500	74	432	29,95	0,19	5,201363636363637	1,0	88	165	247	medium-spending
17198.0	United Kingdom	357	89	48	12,75	0,21	2,897291666666665	0,25	269	53	35	medium-spending
17238.0	United Kingdom	1822	297	576	16,95	0,21	2,6882685512367512	1,4166666666666667	1140	457	225	medium-spending
12793.0	Portugal	292	20	372	2,95	0,85	1,7200000000000002	0,16666666666666666	260	32	0	medium-spending
15769.0	United Kingdom	29672	26	124	6,35	1,65	2,050769230769229	2,1666666666666665	27300	1808	564	high-spending
G536991	United Kingdom	17	4	324	1,25	0,65	0,85	0,08333333333333333	17	0	0	low-spending
14396.0	United Kingdom	225	71	200	12,5	0,65	2,626849315068494	0,16666666666666666	101	118	6	medium-spending
14898.0	United Kingdom	1020	86	200	35,95	0,29	2,893362068965513	0,5	905	67	48	medium-spending
12725.0	Italy	162	23	288	5,95	0,65	3,065217391304349	0,08333333333333333	93	24	45	medium-spending
16725.0	United Kingdom	293	109	648	16,95	0,21	3,657866666666666	0,5	159	60	74	low-spending
G537025	United Kingdom	31	7	144	7,5	0,42	2,748571428571428	0,08333333333333333	29	0	2	low-spending
12395.0	Belgium	2097	90	288	39,95	0,19	2,9870833333333318	1,0	1758	256	83	medium-spending
16455.0	United Kingdom	988	69	224	4,95	0,29	2,101515151515152	0,5833333333333334	700	272	16	medium-spending
13081.0	United Kingdom	19068	503	264	15,95	0,04	2,3001953125000068	0,9166666666666666	15479	2289	1300	high-spending
15545.0	United Kingdom	163	78	248	9,95	0,29	2,6919753086419758	0,16666666666666666	123	18	22	low-spending
17243.0	United Kingdom	3366	179	384	16,65	0,12	4,2032832080200615	2,1666666666666665	1854	741	771	medium-spending
15465.0	United Kingdom	1257	43	408	14,95	1,25	6,6987628865979385	1,5	172	461	624	medium-spending
13089.0	United Kingdom	31070	636	157	39,95	0,19	2,7378162816281435	8,083333333333334	23099	5073	2898	high-spending
16033.0	United Kingdom	3539	538	214	24,95	0,19	3,345329815303405	1,6666666666666667	2069	803	667	medium-spending
13838.0	United Kingdom	263	144	412	12,75	0,29	3,1025287356321813	0,3333333333333333	164	50	49	medium-spending
18055.0	United Kingdom	2455	223	2864	19,95	0,29	4,021555555555563	0,8333333333333334	1076	834	545	high-spending
15038.0	United Kingdom	217	105	658	12,75	0,39	4,182769230769227	0,5	112	37	68	low-spending
18109.0	United Kingdom	4237	119	179	24,95	0,19	4,930247747747751	2,1666666666666665	3294	243	700	medium-spending
13069.0	United Kingdom	5885	281	96	12,5	0,08	1,7057647058823546	2,0	5416	364	105	medium-spending
